zipcode,metro,composite_score,letter_grade
90232,Los Angeles,68.38907921478365,B
90262,Los Angeles,55.60490811802042,C
90292,Los Angeles,67.91020807611353,B
90293,Los Angeles,48.884107670778974,D
90502,Los Angeles,65.87819245497589,B
90631,Los Angeles,53.1395515686271,C
90715,Los Angeles,68.1713174859824,B
90716,Los Angeles,70.67557700192305,B
90804,Los Angeles,66.78694739961827,B
90814,Los Angeles,68.26937477405497,B
91008,Los Angeles,44.73023236418574,D
91104,Los Angeles,61.66063643499817,C
91108,Los Angeles,63.61275263136268,C
91208,Los Angeles,55.66603152434878,C
91325,Los Angeles,53.445213998973685,C
91352,Los Angeles,49.118974065926054,D
91401,Los Angeles,54.88367672340794,C
91601,Los Angeles,60.49410792288408,C
91602,Los Angeles,49.258780775244205,D
91731,Los Angeles,58.46381795733014,C
91759,Los Angeles,39.66149985708908,D
91791,Los Angeles,56.24995857522985,C
93532,Los Angeles,39.59998909462964,D
93550,Los Angeles,41.8499316151355,D
